tokenId,price,updateTime
0x2022111013215200000000000000000000000000000000000000000000000063,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000064,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000065,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000066,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000067,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000068,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000069,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000070,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000071,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000072,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000073,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000074,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000075,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000076,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000077,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000078,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000079,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000080,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000081,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000082,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000083,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000084,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000085,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000086,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000087,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000088,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000089,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000090,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000091,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000092,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000093,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000094,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000095,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000096,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000097,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000098,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000099,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000100,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000101,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000102,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000103,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000104,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000105,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000106,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000107,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000108,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000109,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000110,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000111,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000112,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000113,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000114,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000115,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000116,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000117,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000118,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000119,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000120,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000121,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000122,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000123,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000124,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000125,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000126,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000127,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000128,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000129,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000130,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000131,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000132,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000133,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000134,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000135,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000136,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000137,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000138,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000139,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000140,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000141,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000142,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000143,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000144,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000145,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000146,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000147,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000148,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000149,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000150,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000151,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000152,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000153,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000154,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000155,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000156,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000157,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000158,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000159,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000160,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000161,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000162,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000163,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000164,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000165,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000166,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000167,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000168,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000169,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000170,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000171,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000172,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000173,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000174,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000175,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000176,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000177,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000178,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000179,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000180,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000181,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000182,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000183,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000184,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000185,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000186,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000187,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000188,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000189,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000190,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000191,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000192,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000193,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000194,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000195,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000196,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000197,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000198,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000199,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000200,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000201,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000202,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000203,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000204,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000205,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000206,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000207,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000208,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000209,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000210,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000211,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000212,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000213,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000214,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000215,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000216,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000217,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000218,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000219,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000220,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000221,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000222,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000223,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000224,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000225,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000226,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000227,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000228,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000229,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000230,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000231,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000232,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000233,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000234,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000235,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000236,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000237,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000238,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000239,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000240,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000241,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000242,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000243,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000244,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000245,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000246,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000247,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000248,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000249,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000250,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000251,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000252,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000253,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000254,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000255,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000256,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000257,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000258,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000259,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000260,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000261,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000262,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000263,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000264,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000265,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000266,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000267,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000268,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000269,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000270,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000271,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000272,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000273,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000274,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000275,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000276,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000277,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000278,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000279,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000280,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000281,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000282,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000283,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000284,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000285,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000286,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000287,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000288,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000289,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000290,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000291,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000292,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000293,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000294,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000295,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000296,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000297,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000298,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000299,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000300,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000301,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000302,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000303,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000304,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000305,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000306,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000307,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000308,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000309,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000310,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000311,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000312,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000313,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000314,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000315,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000316,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000317,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000318,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000319,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000320,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000321,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000322,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000323,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000324,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000325,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000326,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000327,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000328,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000329,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000330,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000331,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000332,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000333,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000334,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000335,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000336,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000337,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000338,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000339,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000340,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000341,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000342,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000343,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000344,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000345,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000346,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000347,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000348,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000349,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000350,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000351,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000352,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000353,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000354,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000355,9000000,1668054263
0x2022111013215200000000000000000000000000000000000000000000000356,9000000,1668054263
